id,text,canonized,text_length,description,random,regex,sanskrit,translation,notes
2082.1,,,5,ya-an-.-.-.,⚄ random: ma-i-t-ta-ta,...anya?,*...anya,,
2083.1,,,6,an-asaas-aa-an-.-.,⚄ random: i-d-pa-ja-ta-ta,..anaa?asaasan,*..anaaasaasan,,
2084.1,,,5,ta-pa-aa-a-k,⚄ random: u-t-ca-pa-va,kaaa?pa?ta?,*kaaapata,,
2085.1,,,6,an-va-ma-ca-ma-da,⚄ random: i-t-i-g-ya-la,da?ma?ca?ma?va?an,"दम चमवन्
dama camavan","O Subduer[√दम्], O consumer[√चम् मतुप्]",
2086.1,,,4,ma-an-.-ma,⚄ random: la-aa-t-i,ma?.anma?,*ma.anma,,
2087.1,,,4,ra-ta-va-as,⚄ random: la-sa-na-na,asva?ta?ra?,"अश्वतर
aśvatara",mule[AV],
2088.1,,,3,na-ja-an,⚄ random: na-ja-ma,anja?na?,*anjana,,
2089.1,,,4,ataa-aa-.-.,⚄ random: pa-pa-ta-ta,..aa?ataa?,*..aaataa,,
2090.1,,,4,.a-.-ma-ra,⚄ random: ta-ta-ya-ra,ra?ma?..a?,*rama..a,,
2091.1,,,3,.a-as-.,⚄ random: ta-ya-ta,.as.a?,*.as.a,,
2092.1,,,1,sa,⚄ random: ka,sa?,"ह
ha",Verily[Ved],
2093.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2094.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2095.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2096.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2097.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2098.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2099.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2100.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2101.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2102.1,,,4,an-asaa-va-ra,⚄ random: i-s-na-ba,ra?va?asaa?an,*ravaasaaan,,
2103.1,,,3,an-.-.,⚄ random: i-t-ta,..an,*..an,,
2104.1,,,4,an-aa-t-.,⚄ random: i-j-u-t,.taa?an,*.taaan,,
2105.1,,,3,nmna-ta-.,⚄ random: i-s-ta,.ta?nmna?,*.tanmna,,
2106.1,,,3,nna-aa-an,⚄ random: ka-ta-ja,anaa?nna?,*anaanna,,
2107.1,,,3,da-an-va,⚄ random: ga-ma-na,va?anda?,*vaanda,,
2108.1,,,2,ya-an,⚄ random: ma-i,anya?,*anya,,
2109.1,,,1,ta,⚄ random: ya,ta?,*ta,,
2110.1,,,2,an-.,⚄ random: i-t,.an,*.an,,
2110.2,,,2,na-.,⚄ random: na-ta,.na?,*.na,,
2110.3,,,2,ja-.,⚄ random: ja-ta,.ja?,*.ja,,
2111.1,,,4,aa-an-ma-.,⚄ random: ta-i-i-t,.ma?anaa?,*.maanaa,,
2111.2,,,3,.a-.-.,⚄ random: ta-ta-ta,...a?,*...a,,
2112.1,,,8,aa-an-ma-ja-aa-an-aa-an,⚄ random: ta-i-i-t-ca-da-va-ma,anaa?anaa?ja?ma?anaa?,"आनन-ज मान
ānana-ja māna",Honored[√मन् घञ्] Brahmin[born:RV from the mouth:R],
2112.2,,,6,.a-.-.-va-da-sa,⚄ random: ta-ta-ta-na-la-sa,sa?da?va?...a?,*sadava...a,,
2112.3,,,1,ra,⚄ random: ca,ra?,*ra,,
2113.1,,,8,aa-an-ma-ja-aa-an-aa-an,⚄ random: ta-i-i-t-ca-da-va-ma,anaa?anaa?ja?ma?anaa?,"आनन-ज मान
ānana-ja māna",Honored[√मन् घञ्] Brahmin[born:RV from the mouth:R],
2113.2,,,3,ama-va-ra,⚄ random: ba-na-ra,ra?va?ama?,*ravaama,,
2114.1,,,4,.a-.-da-.,⚄ random: ta-ta-ta-ta,.da?..a?,*.da..a,,
2115.1,,,8,aa-an-ma-ja-aa-an-aa-an,⚄ random: ta-i-i-t-ca-da-va-ma,anaa?anaa?ja?ma?anaa?,"आनन-ज मान
ānana-ja māna",Honored[√मन् घञ्] Brahmin[born:RV from the mouth:R],
2115.2,,,1,.a,⚄ random: ta,.a?,*.a,,
2115.3,,,2,daa-ma,⚄ random: u-g,ma?daa?,*madaa,,
2116.1,,,5,ra-va-sa-va-.,⚄ random: la-ba-da-na-ta,.va?sa?va?ra?,*.vasavara,,
2116.2,,,2,va-ra,⚄ random: na-ra,ra?va?,*rava,,
2117.1,,,8,aa-an-ma-ja-aa-an-aa-an,⚄ random: ta-i-i-t-ca-da-va-ma,anaa?anaa?ja?ma?anaa?,"आनन-ज मान
ānana-ja māna",Honored[√मन् घञ्] Brahmin[born:RV from the mouth:R],
2117.2,,,4,.a-.-sa-.,⚄ random: ta-ta-da-ta,.sa?..a?,*.sa..a,,
2118.1,,,3,ja-.-.,⚄ random: ta-ta-ta,..ja?,*..ja,,
2118.2,,,6,an-ra-va-sa-va-.,⚄ random: i-l-ba-da-na-ta,.va?sa?va?ra?an,*.vasavaraan,,
2119.1,,,5,.a-ma-ma-va-.,⚄ random: ta-i-s-na-ta,.va?ma?ma?.a?,*.vamama.a,,
2120.1,,,4,.a-.-ma-nna,⚄ random: ta-ta-i-k,nna?ma?..a?,*nnama..a,,
2120.2,,,3,.a-.-.,⚄ random: ta-ta-ta,...a?,*...a,,
2121.1,,,4,.a-ma-.-.,⚄ random: ta-sa-ta-ta,..ma?.a?,*..ma.a,,
2122.1,,,4,.a-ra-va-ma,⚄ random: ta-la-ba-i,ma?va?ra?.a?,*mavara.a,,
2122.2,,,3,naaman-va-ra,⚄ random: va-na-ra,ra?va?naaman,*ravanaaman,,
2123.1,,,3,.a-ma-.,⚄ random: ta-ka-ta,.ma?.a?,*.ma.a,,
2124.1,,,3,an-ra-.,⚄ random: i-j-ta,.ra?an,*.raan,,
2124.2,,,5,an-as-sa-va-.,⚄ random: i-y-pa-na-ta,.va?sa?asan,*.vasaasan,,
2125.1,,,8,aa-an-ma-ja-aa-an-aa-an,⚄ random: ta-i-i-t-ca-da-va-ma,anaa?anaa?ja?ma?anaa?,"आनन-ज मान
ānana-ja māna",Honored[√मन् घञ्] Brahmin[born:RV from the mouth:R],
2126.1,,,4,an-sa-va-ra,⚄ random: i-n-na-ra,ra?va?sa?an,*ravasaan,,
2127.1,,,3,.a-va-.,⚄ random: ta-na-ta,.va?.a?,*.va.a,,
2127.2,,,4,nmna-ma-va-ra,⚄ random: aa-i-n-ra,ra?va?ma?nmna?,*ravamanmna,,
2128.1,,,4,aa-.-.-ra,⚄ random: pa-ta-ta-ma,ra?..aa?,*ra..aa,,
2128.2,,,4,an-aa-.-.,⚄ random: i-j-ta-ta,..aa?an,*..aaan,,
2129.1,,,4,an-aa-m-.,⚄ random: i-j-na-ta,.maa?an,*.maaan,,
2129.2,,,6,an-va-ma-ma-va-.,⚄ random: i-t-ga-i-n-ta,.va?ma?ma?va?an,*.vamamavaan,,
2129.3,,,5,an-ra-ma-ma-.,⚄ random: i-j-da-sa-ta,.ma?ma?ra?an,*.mamaraan,,
2130.1,,,6,.a-as-.-.-ataa-na,⚄ random: ta-ya-ta-ta-pa-na,na?ataa?..as.a?,*naataa..as.a,,
2131.1,,,5,ma-va-na-da-aa,⚄ random: i-n-ma-ma-i,aa?da?na?va?ma?,*aadanavama,,
2132.1,,,4,.a-ma-ama-.,⚄ random: ta-va-ba-ta,.ama?ma?.a?,*.amama.a,,
2133.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
2133.2,,,3,an-aa-an,⚄ random: i-t-va,anaa?an,*anaaan,,
2133.3,,,5,an-rara-an-ma-da,⚄ random: i-y-da-ya-la,da?ma?anrara?an,*damaanraraan,,
2134.1,,,3,sa-va-anaa,⚄ random: sa-ba-na,anaa?va?sa?,"अनवस
anavasa",unstoppable[RV],
2135.1,,,6,ma-nmna-sa-aa-ama-ma,⚄ random: ga-i-d-ca-ma-ka,ma?amaaa?sa?nmna?ma?,"मा माहनम् नम
mā māhanam nama",Do not[RV] set aside[√नम् AV] the measurement[माह् ल्युट्],
2136.1,,,4,aa-a-v-ra,⚄ random: ja-pa-na-ra,ra?vaaa?,*ravaaa,,
2137.1,,,2,ya-ra,⚄ random: ka-ya,ra?ya?,*raya,,
2138.1,,,3,ra-sa-sa,⚄ random: va-da-va,sa?sa?ra?,*sasara,,
2139.1,,,3,ma-ma-u,⚄ random: va-da-ja,uma?ma?,*umama,,
2140.1,,,2,.a-aa,⚄ random: ta-ra,aa?.a?,*aa.a,,
2141.1,,,2,an-.,⚄ random: i-t,.an,*.an,,
2142.1,,,4,.a-aa-v-ra,⚄ random: ta-ra-na-ra,ra?vaa?.a?,*ravaa.a,,
2143.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
2144.1,,,2,ka-.,⚄ random: ta-ta,.ka?,*.ka,,
2145.1,,,1,as,⚄ random: na,as,*as,,
2146.1,,,1,ra,⚄ random: ba,ra?,*ra,,
2147.1,,,1,ta,⚄ random: u,ta?,*ta,,
2148.1,,,1,i,⚄ random: ba,i,"इ
i",(interj)[Pāṇ],
2149.1,,,3,ya-aa-m,⚄ random: ya-pa-sa,maa?ya?,*maaya,,
2150.1,,,1,an,⚄ random: aa,an,*an,,
2151.1,,,5,.a-.-.-ra-.,⚄ random: ta-ta-ta-la-ta,.ra?...a?,*.ra...a,,
2152.1,,,3,ra-aa-s,⚄ random: na-ca-va,saa?ra?,*saara,,
2153.1,,,4,sa-i-d-aaa,⚄ random: ta-ba-ma-ra,aaa?disa?,"आदिः
ādiḥ",the beginning[ChandUp] ,
2154.1,,,3,.a-ja-.,⚄ random: ta-ja-ta,.ja?.a?,*.ja.a,,
2155.1,,,2,an-pa,⚄ random: i-l,pa?an,*paan,,
2156.1,,,2,ba-na,⚄ random: va-ka,na?ba?,*naba,,
2157.1,,,5,ra-aa-.-aa-a,⚄ random: la-ca-ta-ta-pa,aaa?.aa?ra?,*aaa.aara,,
2158.1,,,4,an-sa-aa-jar,⚄ random: da-da-pa-ja,jaraa?sa?an,*jaraasaan,,
2159.1,,,2,pa-u,⚄ random: ma-ra,upa?,*upa,,
2160.1,,,1,u,⚄ random: ta,u,*u,,
2161.1,,,7,an-ra-an-sa-ama-aa-s,⚄ random: ga-ma-i-n-ba-ca-va,saa?ama?sa?anra?an,"साम-हन रण
sāma-hana raṇa",Calmed[TBr] killing[√हन्] Roarer[√रण्],
2162.1,,,3,an-aa-s,⚄ random: i-t-va,saa?an,"शाण
śāṇa",hempen[ŚBr],
2163.1,,,1,an,⚄ random: aa,an,"अन
ana",breath[ŚBr],
2164.1,,,3,i-y-naran,⚄ random: ba-la-u,naranyi,*naranyi,,
2165.1,,,1,ma,⚄ random: pa,ma?,"मा
mā",to me[माम्],
2165.2,,,4,an-sa-va-ra,⚄ random: i-l-na-ra,ra?va?sa?an,*ravasaan,,
2166.1,,,6,.a-ca-ma-an-ma-aa,⚄ random: ta-ga-na-va-ya-i,aa?ma?anma?ca?.a?,*aamaanmaca.a,,
2167.1,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
2168.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
2169.1,,,2,ra-ta,⚄ random: ca-aa,ta?ra?,*tara,,
2170.1,,,2,ra-va,⚄ random: ca-na,va?ra?,*vara,,
2171.1,,,5,da-ya-u-.-va,⚄ random: la-ra-ta-ta-na,va?.uya?da?,*va.uyada,,
2172.1,,,2,va-da,⚄ random: ba-la,da?va?,*dava,,
2173.1,,,2,ba-sa,⚄ random: ta-ta,sa?ba?,*saba,,
2174.1,,,1,ra,⚄ random: na,ra?,"र
ra",giving[Śiś],
2175.1,,,1,ta,⚄ random: ta,ta?,"त[म्]
ta[m]",him[√तद्],
2176.1,,,5,aka-an-ma-sa-as,⚄ random: ka-i-k-ga-ya,assa?ma?anaka?,*assamaanaka,,
2176.2,,,3,aka-an-ma,⚄ random: ka-i-k,ma?anaka?,"मनाक्
manāk",slightly[Kāv] ,
2177.1,,,2,ra-ca,⚄ random: la-ga,ca?ra?,*cara,,
2178.1,,,7,na-ja-an-ma-ta-va-ra,⚄ random: na-ja-ma-i-s-na-ra,ra?va?ta?ma?anja?na?,"रवत-मञ्जन्
ravata-mañjan",Resounding[√मञ्ज्] Roarer[ĀpŚr],
2179.1,,,4,ya-sa-va-ra,⚄ random: ma-la-na-ra,ra?va?sa?ya?,*ravasaya,,
2180.1,,,7,an-da-ta-ma-an-aa-aa,⚄ random: i-m-ca-sa-da-va-ra,aaaa?anma?ta?da?an,"आ-अन-मत्त-दम्
ā-ana-matta-dam",Inhalation[ŚBr] of the intoxicant[AV MBh],
2181.1,,,3,ma-as-ama,⚄ random: ba-na-ba,ama?asma?,*amaasma,,
2182.1,,,6,an-ra-ma-an-tara-an,⚄ random: i-j-sa-i-r-i,antara?anma?ra?an,"अन्तरं मरं
antaraṃ maraṃ",near[RV] death[RV],
2183.1,,,2,ma-va,⚄ random: ba-ta,va?ma?,*vama,,
2184.1,,,3,i-an-nna,⚄ random: ba-va-ka,nna?ani,*nnaani,,
2185.1,,,3,asi-an-ama,⚄ random: ba-i-b,ama?anasi,*amaanasi,,
2186.1,,,1,ra,⚄ random: ba,ra?,*ra,,
2187.1,,,2,da-ta,⚄ random: ta-aa,ta?da?,"तद्
tad",there[AV],
2188.1,,,3,nmna-va-ra,⚄ random: ya-na-ba,ra?va?nmna?,"रव-नमन
rava-namana",bowing[Śiś] to Roarer[√रु]  ,
2189.1,,,4,ra-da-ma-sa,⚄ random: sa-ta-ga-ma,sa?ma?da?ra?,*samadara,,
2190.1,,,3,an-ta-ra,⚄ random: i-v-va,ra?ta?an,*rataan,,
2191.1,,,2,ra-ja,⚄ random: la-pa,ja?ra?,"जर
jara",O destroyer[√जॄ],
2192.1,,,5,an-pa-an-ma-da,⚄ random: i-k-da-ya-la,da?ma?anpa?an,*damaanpaan,,
2193.1,,,9,an-sa-da-ma-va-ataa-da-ta-ja,⚄ random: i-d-ta-sa-na-pa-ta-la-ja,ja?ta?da?ataa?va?ma?da?sa?an,"जट दाता अवम् दहन
jaṭa dātā avam dahana","The Braided One[MBh], the Giver[√दा + तृच्], a favor[RV], O burning one[Hariv]",
2194.1,,,3,an-as-ama,⚄ random: i-y-ba,ama?asan,*amaasan,,
2195.1,,,4,ma-sa-daa-aa,⚄ random: i-d-u-p,aa?daa?sa?ma?,"गदा-अश्म
gadā-aśma",club[MBh] of stone[Pāṇ]/Thunderbolt,
2196.1,,,3,aka-ma-as,⚄ random: ka-ya-na,asma?aka?,"अस्माक[म्]
asmāka[m]",ours[RV],
2197.1,,,5,aa-an-aaa-pa-da,⚄ random: ta-i-u-r-la,da?pa?aaa?anaa?,*dapaaaaanaa,,
2198.1,,,5,an-aa-.-va-as,⚄ random: i-a-t-na-ta,asva?.aa?an,*asva.aaan,,
2199.1,,,3,ya-aa-aa,⚄ random: na-sa-ya,aaaa?ya?,*aaaaya,,
2200.1,,,4,an-sa-ra-an,⚄ random: i-t-ra-ma,anra?sa?an,*anrasaan,,
2201.1,,,3,.a-pa-an,⚄ random: ta-ma-ma,anpa?.a?,*anpa.a,,
2202.1,,,5,ta-ja-va-.-aa,⚄ random: ta-ja-na-ta-pa,aa?.va?ja?ta?,*aa.vajata,,
2203.1,,,3,ya-aa-t,⚄ random: la-i-s,taa?ya?,*taaya,,
2204.1,,,4,nna-aa-v-ra,⚄ random: ka-ta-na-ba,ra?vaa?nna?,*ravaanna,,
2205.1,,,2,ra-ja,⚄ random: sa-pa,ja?ra?,*jara,,
2206.1,,,3,ya-sa-va,⚄ random: ra-pa-ma,va?sa?ya?,"वश्य
vaśya",dutiful[MBh],
2207.1,,,4,da-aa-an-ya,⚄ random: ta-ta-da-u,ya?anaa?da?,*yaanaada,,
2208.1,,,3,va-ra-aa,⚄ random: na-ra-ma,aa?ra?va?,*aarava,,
2209.1,,,2,ya-sa,⚄ random: la-da,sa?ya?,*saya,,
2210.1,,,5,i-an-ra-aa-k,⚄ random: ba-i-j-ma-ma,kaa?ra?ani,*kaaraani,,
2211.1,,,2,ta-an,⚄ random: u-m,anta?,*anta,,
2212.1,,,9,ra-an-as-an-ra-aa-an-ra-sa,⚄ random: ba-i-l-i-j-ca-da-la-da,sa?ra?anaa?ra?anasanra?,"शरान् आरन् राणाः
śarān āran rāṇāḥ",arrows[amp. śara] released[√ऋ लुङ् 3p.] by kings[nmp. rāṇā],
2213.1,,,8,na-aa-as-an-da-ca-va-ra,⚄ random: ma-ca-na-i-u-m-na-ra,ra?va?ca?da?anasaa?na?,"रव छदन् आहन
rava chadan āhana","O Roarer[√रु], O protecting one[√छद् शतृॅं], O Slayer[√हन्]",
2214.1,,,16,.a-.-.-.-.-.-an-sa-ma-ka-an-ka-aa-m-ma-ka,⚄ random: ta-ta-ta-ta-ta-ta-i-p-ya-va-i-m-ma-va-ya-va,ka?ma?maa?ka?anka?ma?sa?an......a?,*kamamaakaankamasaan......a,,
2215.1,,,2,an-rara,⚄ random: i-y,rara?an,*raraan,,
2216.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
2217.1,,,4,.a-ja-an-sa,⚄ random: ta-ja-aa-m,sa?anja?.a?,*saanja.a,,
2218.1,,,5,ya-sa-ka-aa-k,⚄ random: u-m-ka-ca-va,kaa?ka?sa?ya?,*kaakasaya,,
2219.1,,,5,an-aa-s-an-nna,⚄ random: i-j-la-da-ka,nna?ansaa?an,*nnaansaaan,,
2220.1,,,5,ma-ra-da-va-ra,⚄ random: la-la-ya-na-ra,ra?va?da?ra?ma?,*ravadarama,,
2221.1,,,9,na-aa-an-rara-aa-s-ra-va-ara,⚄ random: ma-ga-aa-y-ca-va-ba-ma-sa,ara?va?ra?saa?rara?anaa?na?,"अरवर्षारराणान्
aravarṣārarāṇān",Suitable bountiful rains,RV 2.27.15 shed in abundance; The rain of heaven
2222.1,,,2,ii-anan,⚄ random: na-da,ananii,"अननी
ananī",the living[anana + \Skt{ini}],
2223.1,,,3,ya-sa-ka,⚄ random: ka-ma-ba,ka?sa?ya?,*kasaya,,
2224.1,,,10,an-ra-ma-ma-ta-ma-va-va-ma-sa,⚄ random: i-j-ga-va-u-s-na-ma-na-pa,sa?ma?va?va?ma?ta?ma?ma?ra?an,"समव वम तमःमरम्
samava vama tamaḥmaram",O Savior; emit darkness removing (light),RV 1.62.5 with the Dawn; Sun rays dispelled the darkness
2225.1,,,5,an-ra-pa-u-s,⚄ random: i-j-ka-la-aa,supa?ra?an,"सुपर्ण
suparṇa",Suparṇa bird[RV],
2225.2,,,1,nasan,⚄ random: da,nasan,"नशन
naśana",destruction[Bhp],
2226.1,,,8,ra-aa-nn-va-as-daa-ta-sa,⚄ random: la-ra-ka-na-ja-u-m-da,sa?ta?daa?asva?nnaa?ra?,"शत-दाहवन् नार
śata-dāhavan nāra","O burner[Mbh] of a hundred[RV], of mankind[Mn]",
2227.1,,,6,an-ra-aa-v-as-da,⚄ random: i-g-ca-ma-ra-la,da?asvaa?ra?an,"दासवारम्
dāsavāram",dāsa[RV] restrainer[RV],
2228.1,,,4,ra-ja-va-ra,⚄ random: la-pa-na-ra,ra?va?ja?ra?,*ravajara,,
2229.1,,,7,an-ra-ma-da-sa-va-ra,⚄ random: i-j-ta-ja-da-na-ra,ra?va?sa?da?ma?ra?an,"रव्स-द-मरण
ravsa-da-maraṇa",Roarer[√रु] given death[MBh],
2230.1,,,5,ra-da-ta-an-sa,⚄ random: ca-ma-u-i-l,sa?anta?da?ra?,"शान्तधर
śāntadhara",tranquil[MBh] bearer[MBh],
2231.1,,,12,daa-aa-m-va-as-ma-aa-n-aa-s-ja-va,⚄ random: u-m-va-na-ra-i-p-ka-pa-da-ja-ba,va?ja?saa?naa?ma?asva?maa?daa?,"वज हान आम् अश्वमोदा[न्]
vaja hāna ām aśvamodā[n]",O ancestor; strengthen indeed the delights of possessing horses,RV 1.92.7  confer on us strength ... kine and horses
2232.1,,,5,an-aa-a-v-amaa,⚄ random: i-k-ta-na-ta,amaa?vaaa?an,*amaavaaaan,,
2233.1,,,7,i-d-saa-amaa-aa-a-d,⚄ random: ba-ta-pa-ta-ca-pa-u,daaa?amaa?saa?di,"धामसादिः
dhāmasādiḥ",majestic[RV] horseman[MBh],
2234.1,,,7,an-aa-r-ma-ta-as-sa,⚄ random: i-i-n-i-s-ya-ma,sa?asta?ma?raa?an,"शस्त-मरान्
śasta-marān",The praised[RV] deaths[√मृ],
2235.1,,,2,pa-u,⚄ random: ma-ra,upa?,*upa,,
2236.1,,,8,na-ba-sa-va-ra-aa-p-na,⚄ random: na-ba-da-na-ra-ca-ka-ka,na?paa?ra?va?sa?ba?na?,"न पार-वह बण
na pāra-vaha baṇa","No, O transcender[√वह्], O Roarer[√बण्]",
2237.1,,,1,ma,⚄ random: pa,ma?,"मा
mā",to me[माम्],
2238.1,,,5,an-.-.-.-.,⚄ random: i-t-ta-ta-ta,....an,*....an,,
2239.1,,,4,.a-ama-va-ra,⚄ random: ta-ba-na-ra,ra?va?ama?.a?,*ravaama.a,,
2240.1,,,7,aa-an-namaa-ma-va-ra-sa,⚄ random: ta-i-g-na-na-ra-ka,sa?ra?va?ma?namaa?anaa?,"शर्व मन-मान
śarva mana-māna",The Killer[AV]; wilfully[RV] honored[MBh],
2241.1,,,2,ra-da,⚄ random: la-ya,da?ra?,*dara,,
2242.1,,,2,an-asaas,⚄ random: i-m,asaasan,*asaasan,,
2243.1,,,4,ma-as-va-ra,⚄ random: ba-ya-na-ba,ra?va?asma?,*ravaasma,,
2244.1,,,3,i-r-da,⚄ random: ba-la-ya,da?ri,*dari,,
2245.1,,,5,na-ja-an-ma-ama,⚄ random: na-ja-ma-sa-ba,ama?ma?anja?na?,*amamaanjana,,
2246.1,,,2,an-ta,⚄ random: i-a,ta?an,*taan,,
2247.1,,,4,an-as-ra-.,⚄ random: i-y-ja-ta,.ra?asan,*.raasan,,
2248.1,,,3,i-nasan-ma,⚄ random: ba-ra-ga,ma?nasani,*manasani,,
2249.1,,,5,an-taas-an-ma-da,⚄ random: i-i-d-ya-la,da?ma?antaasan,*damaantaasan,,
2250.1,,,3,i-y-an,⚄ random: ba-ra-ya,anyi,*anyi,,
2251.1,,,5,an-ra-na-va-ra,⚄ random: i-j-da-na-ra,ra?va?na?ra?an,*ravanaraan,,
2252.1,,,2,nna-aa,⚄ random: ka-ta,aa?nna?,"आनन
ānana",face[R],
2253.1,,,2,ma-as,⚄ random: ba-na,asma?,*asma,,
2254.1,,,5,ya-ma-ama-an-da,⚄ random: ma-sa-ba-da-ta,da?anama?ma?ya?,*daanamamaya,,
2255.1,,,9,ya-aa-s-ta-ta-an-va-aaa-ja,⚄ random: ba-pa-va-u-m-ma-na-i-j,ja?aaa?va?anta?ta?saa?ya?,"जावन् तत-साय
jāvan tata-sāya","Giver of offspring[RV], extended[Pāṇ] evening[RV]",
2256.1,,,6,an-ra-sas-ma-va-ra,⚄ random: i-j-la-sa-na-ra,ra?va?ma?sasra?an,"रव महस्-रण
rava mahas-raṇa",O Roarer[√रु] O Great[RV] Gratifier[√रण्],
2257.1,,,6,.a-da-an-sa-va-ra,⚄ random: ta-la-ma-pa-na-ra,ra?va?sa?anda?.a?,*ravasaanda.a,,
2258.1,,,5,.a-.-.-va-.,⚄ random: ta-ta-ta-na-ta,.va?...a?,*.va...a,,
2259.1,,,2,an-sa,⚄ random: i-l,sa?an,*saan,,
2260.1,,,5,ka-sa-nna-ma-ta,⚄ random: ma-ca-ka-va-u,ta?ma?nna?sa?ka?,*tamannasaka,,
2261.1,,,4,an-taas-va-ra,⚄ random: i-i-n-ra,ra?va?taasan,"रवत-आहन
ravata-āhana",Roaring[ĀpŚr] Killer[RV],
2262.1,,,2,na-ma,⚄ random: na-ga,ma?na?,"मन
mana",remember[√म्ना लोट्],
2263.1,,,4,an-sa-va-ra,⚄ random: i-l-na-ba,ra?va?sa?an,*ravasaan,,
2264.1,,,2,ya-sa,⚄ random: na-pa,sa?ya?,*saya,,
2265.1,,,5,na-ma-ma-an-pa,⚄ random: na-i-s-da-ka,pa?anma?ma?na?,*paanmamana,,
2266.1,,,3,an-as-ama,⚄ random: i-y-ba,ama?asan,"आमहं
āmahaṃ",from[RV] might[RV],
2267.1,,,2,sa-ja,⚄ random: da-ma,ja?sa?,"जष
jaṣa",killer[√जष्],
2268.1,,,5,ma-na-ma-va-ra,⚄ random: la-na-i-n-ba,ra?va?ma?na?ma?,"रवमहम्
ravamaham",mighty[RV] Roarer[√रु],
2269.1,,,3,.a-ca-aa,⚄ random: ta-u-p,aa?ca?.a?,*aaca.a,,
2270.1,,,8,an-tara-ma-sa-va-ma-an-daa,⚄ random: i-u-g-pa-na-la-ma-u,daa?anma?va?sa?ma?tara?an,"दानम् वह-मत्त-रम्
dānam vaha-matta-ram",Gift[RV] of joy-giving[AV Śis] (Soma),
2271.1,,,3,ra-ka-aa,⚄ random: ja-ca-pa,aa?ka?ra?,"अक्र
akra",banner[RV],
2272.1,,,6,an-ra-sa-aa-n-ra,⚄ random: i-j-ga-ta-ma-ba,ra?naa?sa?ra?an,"रण आहरण
raṇa āharaṇa",O Roarer[√रु] O Seizer[KātyŚr],
2273.1,,,2,ya-aaa,⚄ random: ma-ca,aaa?ya?,*aaaya,,
2274.1,,,3,ma-va-ra,⚄ random: na-na-ra,ra?va?ma?,*ravama,,
2275.1,,,4,an-ra-na-aa,⚄ random: i-g-ya-ta,aa?na?ra?an,*aanaraan,,
2276.1,,,6,an-na-aa-m-va-ra,⚄ random: i-y-ra-sa-na-ra,ra?va?maa?na?an,"रवमाण
ravamāṇa",O Killer[√रु शानच्],
2277.1,,,7,an-ra-pa-ma-ma-va-ra,⚄ random: i-j-ka-sa-i-n-ra,ra?va?ma?ma?pa?ra?an,"रव मम प्राण
rava mama prāṇa","O Roarer[√रु], O my life spirit[RV]",
2278.1,,,6,ra-aa-i-t-va-ra,⚄ random: ca-pa-ba-ja-na-ra,ra?va?tiaa?ra?,"रवति-आर
ravati-āra",The Roaring[रवत-इनि] Inflictor[√आर् अच्],
2279.1,,,5,an-va-ma-ama-.,⚄ random: i-t-i-b-ta,.ama?ma?va?an,*.amamavaan,,
2280.1,,,5,ya-ja-aa-b-as,⚄ random: ma-pa-ca-va-sa,asbaa?ja?ya?,"आशभाज्य
āśabhājya",food[ŚBr] to share[BhP],
2281.1,,,3,an-ra-.,⚄ random: i-s-ta,.ra?an,*.raan,,
2282.1,,,5,an-ta-ma-ga-as,⚄ random: i-v-sa-i-t,asga?ma?ta?an,*asgamataan,,
2283.1,,,7,aa-an-aa-t-ma-va-ra,⚄ random: ta-i-j-sa-sa-na-ba,ra?va?ma?taa?anaa?,"रवमत्-तान
ravamat-tāna",Resounding[√तन् RV] roar[√रु],
2284.1,,,1,ras,⚄ random: sa,ras,"रह
raha",separator[√रह्],
2284.2,,,7,ra-sa-na-aa-b-sa-ma,⚄ random: sa-da-na-ma-ta-ga-i,ma?sa?baa?na?sa?ra?,"मह-बाण-सर
maha-bāṇa-sara",Moving[Pāṇ ifc] like the great[RV] arrow[RV],
